<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPBEX.V,D,20210206,0,208.7700000,209.7200000,208.7700000,209.2500000,4647
SPBEX.V,D,20210208,0,209.7000000,210.6400000,205.9000000,206.8100000,327421
SPBEX.V,D,20210209,0,206.9000000,208.0000000,203.7000000,206.4800000,277962
SPBEX.V,D,20210210,0,206.5200000,207.9900000,205.9400000,206.4500000,324060
SPBEX.V,D,20210211,0,206.5500000,211.5900000,206.0000000,210.6900000,275088
SPBEX.V,D,20210212,0,210.7400000,211.1300000,207.7000000,209.8900000,256219
SPBEX.V,D,20210213,0,210.1000000,210.3900000,209.8100000,210.0000000,1709
SPBEX.V,D,20210216,0,209.7700000,211.3000000,207.3700000,207.6800000,233190
SPBEX.V,D,20210217,0,207.6200000,208.7500000,205.0100000,207.5200000,243628
SPBEX.V,D,20210218,0,207.4800000,209.7000000,204.9800000,209.4000000,199620
SPBEX.V,D,20210219,0,209.3200000,210.1000000,203.7700000,204.8800000,319103
SPBEX.V,D,20210220,0,204.9700000,205.1000000,204.2100000,204.7800000,2653
SPBEX.V,D,20210222,0,205.1600000,210.6500000,201.9000000,208.3100000,280000
SPBEX.V,D,20210223,0,208.2000000,213.9100000,203.9000000,212.1400000,345061
SPBEX.V,D,20210224,0,212.3900000,220.5200000,207.7500000,219.5700000,392278
SPBEX.V,D,20210225,0,219.3200000,220.4400000,211.6100000,213.8100000,365591
SPBEX.V,D,20210226,0,213.5900000,215.2100000,210.0500000,212.4100000,294850
SPBEX.V,D,20210227,0,212.3600000,213.0000000,211.5300000,212.4200000,12352
SPBEX.V,D,20210301,0,212.3900000,217.8000000,212.3900000,216.6600000,252229
SPBEX.V,D,20210302,0,216.6700000,217.8900000,214.0300000,215.8300000,202619
SPBEX.V,D,20210303,0,215.7400000,217.9900000,211.1300000,214.8600000,183512
SPBEX.V,D,20210304,0,214.7200000,217.0000000,208.6200000,211.6200000,327468
SPBEX.V,D,20210305,0,211.4900000,215.0100000,208.2000000,213.5600000,182804
SPBEX.V,D,20210308,0,217.2200000,226.1000000,212.6700000,220.2700000,385265
SPBEX.V,D,20210309,0,220.1900000,225.0000000,219.2200000,220.2500000,286683
SPBEX.V,D,20210310,0,220.5500000,224.1500000,219.4100000,223.1700000,272741
SPBEX.V,D,20210311,0,222.9500000,228.2200000,221.0000000,226.1700000,296307
SPBEX.V,D,20210312,0,226.1200000,227.9900000,223.4400000,224.2600000,187769
SPBEX.V,D,20210313,0,224.2900000,225.1700000,224.0000000,224.3500000,1045
SPBEX.V,D,20210315,0,226.0000000,227.1100000,221.7600000,222.9400000,212371
SPBEX.V,D,20210316,0,223.3000000,225.6700000,222.2800000,225.0000000,196940
SPBEX.V,D,20210317,0,225.1500000,226.2300000,221.7800000,223.0100000,181309
SPBEX.V,D,20210318,0,222.7500000,224.8800000,219.6000000,220.6600000,242918
SPBEX.V,D,20210319,0,220.6600000,222.9900000,206.2400000,207.1000000,614972
SPBEX.V,D,20210320,0,207.1000000,207.3500000,207.0300000,207.3400000,4878
SPBEX.V,D,20210322,0,208.2900000,212.3000000,206.2000000,208.4600000,418133
SPBEX.V,D,20210323,0,208.1400000,209.9600000,207.1500000,208.3000000,268196
SPBEX.V,D,20210324,0,208.4700000,211.1000000,207.6100000,208.1900000,266555
SPBEX.V,D,20210325,0,208.5900000,209.5000000,204.9000000,208.4900000,256115
SPBEX.V,D,20210326,0,208.4500000,213.7200000,206.0000000,213.0600000,260561
SPBEX.V,D,20210327,0,213.1200000,213.4800000,213.1100000,213.2200000,469
SPBEX.V,D,20210329,0,211.7800000,215.2900000,210.7000000,214.6500000,211174
SPBEX.V,D,20210330,0,214.7800000,215.0000000,211.4400000,211.9000000,205897
SPBEX.V,D,20210331,0,211.9000000,214.0800000,211.4100000,212.1800000,251048
SPBEX.V,D,20210401,0,212.2000000,217.7400000,211.4000000,217.1400000,223152
SPBEX.V,D,20210402,0,217.0000000,217.1500000,216.9100000,216.9100000,215
SPBEX.V,D,20210405,0,217.0000000,220.5000000,216.9600000,219.0200000,208024
SPBEX.V,D,20210406,0,219.0200000,219.4400000,215.9300000,218.5900000,187337
SPBEX.V,D,20210407,0,218.8900000,221.0000000,218.0000000,219.5000000,219734
SPBEX.V,D,20210408,0,219.3200000,222.8100000,218.2300000,221.1000000,226193
SPBEX.V,D,20210409,0,221.2000000,222.5800000,219.5000000,221.8000000,162462
SPBEX.V,D,20210410,0,222.1700000,222.4000000,222.1600000,222.1600000,299
SPBEX.V,D,20210412,0,220.8000000,222.6300000,219.2200000,221.5600000,176486
SPBEX.V,D,20210413,0,221.6800000,222.0000000,220.0100000,221.0300000,181861
SPBEX.V,D,20210414,0,221.0900000,223.1100000,220.0900000,222.2800000,208047
SPBEX.V,D,20210415,0,222.2000000,227.6100000,221.4200000,226.1400000,260508
SPBEX.V,D,20210416,0,226.1600000,227.7800000,223.6000000,226.4100000,225673
SPBEX.V,D,20210417,0,225.8100000,226.4100000,225.8100000,226.0000000,248
SPBEX.V,D,20210419,0,222.6000000,227.5700000,222.6000000,226.0000000,555324
SPBEX.V,D,20210420,0,225.8800000,226.9700000,221.8400000,223.2800000,704040
SPBEX.V,D,20210421,0,222.5300000,227.8600000,222.2400000,227.2400000,768179
SPBEX.V,D,20210422,0,227.0500000,230.9300000,226.2200000,228.3000000,674251
SPBEX.V,D,20210423,0,228.0000000,231.8300000,227.0100000,230.1400000,520603
