<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
SPBEX.MA,D,20210607,0,367.8500000,371.4100000,363.2700000,364.6100000,358781
SPBEX.MA,D,20210608,0,364.0000000,367.6900000,363.2100000,365.9900000,373994
SPBEX.MA,D,20210609,0,365.9900000,369.3100000,363.2500000,364.6500000,338760
SPBEX.MA,D,20210610,0,364.8500000,365.3400000,362.0000000,364.8400000,2918
SPBEX.MA,D,20210611,0,364.4400000,366.9000000,363.8100000,365.6000000,428133
SPBEX.MA,D,20210612,0,365.6000000,365.9900000,364.6000000,365.8100000,34
SPBEX.MA,D,20210614,0,367.8600000,367.8700000,362.1000000,366.6600000,402444
SPBEX.MA,D,20210615,0,366.5000000,368.7500000,362.8200000,367.6100000,435974
SPBEX.MA,D,20210616,0,367.5000000,369.4800000,361.3600000,363.4500000,477656
SPBEX.MA,D,20210617,0,363.7800000,369.1400000,361.2100000,367.2000000,618059
SPBEX.MA,D,20210618,0,367.0000000,370.3400000,361.0000000,366.7100000,522117
SPBEX.MA,D,20210619,0,366.5900000,366.6400000,366.0200000,366.0500000,311
SPBEX.MA,D,20210621,0,368.2700000,376.4200000,364.5500000,373.0900000,546260
SPBEX.MA,D,20210622,0,373.8800000,378.8900000,372.0100000,378.1900000,424407
SPBEX.MA,D,20210623,0,378.0500000,380.7300000,374.3100000,375.0300000,214714
SPBEX.MA,D,20210624,0,375.4000000,380.0500000,372.8900000,374.2300000,360548
SPBEX.MA,D,20210625,0,374.5000000,380.0000000,372.5200000,379.6500000,371457
SPBEX.MA,D,20210626,0,379.6500000,380.0500000,379.4800000,379.6400000,215
SPBEX.MA,D,20210628,0,374.4300000,381.4400000,365.1300000,368.6800000,856134
SPBEX.MA,D,20210629,0,368.6200000,371.3600000,367.4000000,368.6900000,494101
SPBEX.MA,D,20210630,0,369.3500000,370.1200000,364.2700000,365.5000000,333116
SPBEX.MA,D,20210701,0,365.7900000,371.2000000,365.5000000,370.0100000,556634
SPBEX.MA,D,20210702,0,370.6300000,375.4900000,369.0400000,375.0700000,340415
SPBEX.MA,D,20210703,0,375.0300000,375.2600000,374.8700000,374.9700000,107
SPBEX.MA,D,20210706,0,370.0500000,378.2600000,370.0500000,375.1300000,436986
SPBEX.MA,D,20210707,0,375.7000000,378.1700000,372.4500000,373.2600000,391005
SPBEX.MA,D,20210708,0,374.0000000,374.4700000,365.6500000,369.9900000,349025
SPBEX.MA,D,20210709,0,369.8900000,373.4300000,368.3000000,373.0200000,330672
SPBEX.MA,D,20210710,0,373.9700000,374.2700000,373.1900000,373.1900000,53
SPBEX.MA,D,20210712,0,370.0200000,376.0700000,369.0600000,375.3800000,326247
SPBEX.MA,D,20210713,0,375.2600000,386.6400000,373.8300000,383.6000000,700625
SPBEX.MA,D,20210714,0,383.5100000,391.6000000,382.0500000,390.2100000,525020
SPBEX.MA,D,20210715,0,389.8000000,393.3300000,380.2100000,388.0000000,439181
